,Date,percip_mm,humidity,temp,leafwet450_min,leafwet460_min,leafwet_lwscnt,gusts_ms,wind_dir,wind_ms,yield,hour.x,T,P0,P,U,DD,Ff,ff10,WW,W.W.,c,VV,Td,X,Tsi,Posi,Psi,Pasi,Usi,Ddsi,Ffsi,Nsi,Wwsi,W1si,W2si,Tnsi,Txsi,Clsi,Nhsi,His,Cmsi,Chsi,Vvsi,Tdsi,RRRsi,tRsi,Esi,Tgsi,E.si,ssssi,hour.y
11,11/28/13 12:00,0,0.338138382,12.69999997,0,0,438.625,3.281642914,125.4166667,2.858340293,0.09754738,12,21,737.3,763.5,17,Wind blowing from the south-east,7,NA,,,No Significant Clouds,10.0 and more,-5,NA,20,758.4,763.5,0.7,36,Wind blowing from the south-east,7,"90  or more, but not 100%",Thunderstorm (with or without precipitation). ,Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,NA,22.8,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",50%,600-1000,Altocumulus castellanus or floccus.,,10,4.5,,NA,,NA,,NA,12
12,11/28/13 14:00,0,0.337488561,13.34583334,0,0,438.9166667,2.950544864,127.9583333,2.594300061,0,14,23,736,762,16,Wind blowing from the east-southeast,7,NA,,,No Significant Clouds,10.0 and more,-4,NA,20.5,761.1,766.3,1.8,40,Wind blowing from the south,2,60%, ,,,NA,NA,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,6.4,,NA,,NA,,NA,14
13,11/28/13 16:00,0,0.353223534,13.09166678,0,0,439,2.447611074,134,2.17099751,0,16,23,735.2,761.2,17,Wind blowing from the south-east,7,NA,,,No Significant Clouds,10.0 and more,-3,NA,22.2,760.6,765.7,-1.2,32,Wind blowing from the north-east,5,20-30%, ,,,NA,NA,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",15,4.5,,NA,,NA,,NA,16
14,11/28/13 18:00,0,0.357422739,12.18333316,0,0,439,3.042749365,123.125,2.707460165,0,18,21,735.8,762,21,Wind blowing from the east-southeast,6,NA,,,No Significant Clouds,10.0 and more,-2,NA,18.3,761.7,766.9,NA,44,Wind blowing from the south-east,4,no clouds, ,,,17.5,NA,,,,,,7,5.8,,NA,"Dry (without cracks, no appreciable amount of dust or loose sand)",11,,NA,18
15,11/28/13 20:00,0.025000001,0.354256809,11.80000019,0,0,439,3.202011704,126.0833333,2.912824829,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,11/28/13 22:00,0.058333332,0.356653235,11.63333337,0,0,439,3.595976571,126.125,3.348700742,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,11/29/13 0:00,0.008333333,0.359888721,11.24999996,0,0,439,3.801341166,122.125,3.495389789,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,11/29/13 2:00,0,0.362886714,11.12500008,0,0,439,3.797150056,131.1666667,3.524727603,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,11/29/13 4:00,0.016666667,0.365096339,11.02083333,0,0,439,3.872590095,129.375,3.533109824,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,11/29/13 6:00,0.008333333,0.363272314,10.92499991,0,0,439,3.805532277,134.0416667,3.524727573,0,6,15,736.7,763.5,29,Wind blowing from the east,6,NA,,,No Significant Clouds,10.0 and more,-3,NA,20,762.1,767.3,0.4,35,Wind blowing from the south,2,20-30%, ,,,NA,NA,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",12,4.1,,NA,,NA,,NA,6
21,11/29/13 8:00,0,0.347005588,11.7749999,0,0,438.2083333,3.269069572,131.6666667,2.921207031,0,8,15,737.5,764.3,31,Wind blowing from the east,7,NA,,,No Significant Clouds,10.0 and more,-2,NA,20.6,761.1,766.3,-1.6,56,Wind blowing from the north-east,3,no clouds, ,,,NA,NA,,,,,,15,11.6,,NA,,NA,,NA,8
22,11/29/13 10:00,0,0.313102187,14.0333333,0,0,437.3333333,2.803855836,131.0416667,2.468566626,0,10,21,738,764.3,21,Wind blowing from the south-east,4,NA,,,No Significant Clouds,10.0 and more,-2,NA,18.4,761.4,766.6,NA,38,Wind blowing from the south,3,20-30%, ,,,16,NA,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,3.7,,NA,"Dry (without cracks, no appreciable amount of dust or loose sand)",14,,NA,10
23,11/29/13 12:00,0,0.281884701,15.5874999,0,0,437,2.858340313,130.2083333,2.409891029,0,12,23,737.4,763.5,16,Wind blowing from the south-southeast,8,NA,,,No Significant Clouds,10.0 and more,-4,NA,22.8,762.4,767.5,0.4,24,Wind blowing from the south-east,5,60%, ,,,NA,NA,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,1.2,,NA,,NA,,NA,12
24,11/29/13 14:00,0,0.282455808,15.73749995,0,0,437.2916667,2.849958112,104,2.183570827,0,14,24,736.1,762,15,Wind blowing from the south-southwest,6,NA,,,No Significant Clouds,10.0 and more,-4,NA,18.4,761.4,766.6,0.2,61,Wind blowing from the north-east,3,50%, ,,,NA,23.5,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,10.6,,NA,,NA,,NA,14
25,11/29/13 16:00,0,0.305433029,14.52499998,0,0,438,1.567476951,83.58333333,1.047778707,0,16,23,736,762,17,Wind blowing from the south-southeast,4,NA,,,No Significant Clouds,10.0 and more,-3,NA,18.3,762,767.2,0.7,38,Wind blowing from the south-southeast,5,70 - 80%, ,,,NA,NA,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,3.8,,NA,,NA,,NA,16
26,11/29/13 18:00,0,0.31236626,13.69583352,0,0,438.0833333,0.825649633,141.1666667,0.553227164,0,18,21,736.6,762.8,20,Wind blowing from the south-southeast,3,NA,,,No Significant Clouds,10.0 and more,-3,NA,19.5,761.1,766.3,-0.7,55,Wind blowing from the north-northeast,3,70 - 80%, ,,,NA,NA,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,10.2,,NA,,NA,,NA,18
27,11/29/13 20:00,0,0.306681465,13.6333334,0,0,438,1.135792126,153.3333333,0.955574205,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,11/29/13 22:00,0,0.311280092,13.8416667,0,0,438,0.750209564,161.2083333,0.569991608,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,11/30/13 0:00,0,0.323769292,13.65833358,0,0,438.0416667,0.72087176,174.5,0.536462699,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,11/30/13 2:00,0,0.317366467,13.63333352,0,0,438.0833333,0.402347026,111.1666667,0.297569153,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,11/30/13 4:00,0,0.306760134,13.61666675,0,0,438,0.70410729,225.0416667,0.540653814,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,11/30/13 6:00,0,0.308132446,13.38750005,0,0,438,0.968147526,213.1666667,0.758591797,0,6,15,736.1,762.8,36,Wind blowing from the east,3,NA,,,No Significant Clouds,10.0 and more,0,NA,20.8,760.9,766,-0.2,32,Wind blowing from the south-east,4,60%, ,,,NA,23.5,Stratocumulus other than Stratocumulus cumulogenitus.,40%,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,3.3,,NA,,NA,,NA,6
33,11/30/13 8:00,0,0.311160598,13.65000006,0,0,437.8333333,1.345347861,32.91666667,1.173512153,0,8,16,736.2,762.8,29,Wind blowing from the east,4,NA,,,No Significant Clouds,10.0 and more,-2,NA,19.4,760.8,766,0.7,32,Wind blowing from the south-east,11,70 - 80%, ,,,NA,NA,Stratocumulus other than Stratocumulus cumulogenitus.,50%,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,2.2,,NA,,NA,,NA,8
34,11/30/13 10:00,0,0.295363369,15.11666671,0,0,437,1.87342834,49.58333333,1.429170176,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,11/30/13 12:00,0,0.323359602,15.39166657,0,0,437.0416667,2.087175176,168.8333333,1.58424141,0,12,22,735.9,762,16,Wind blowing from the west,1,NA,,,No Significant Clouds,10.0 and more,-5,NA,21.5,761.5,766.6,1,35,Wind blowing from the east-southeast,8,70 - 80%, ,,,NA,22.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",7,5.4,,NA,,NA,,NA,12
36,11/30/13 14:00,0,0.406851857,14.84166674,0,0,437.75,1.634534796,250.5416667,1.181894382,0,14,23,734.5,760.5,17,Wind blowing from the west,4,NA,,,No Significant Clouds,10.0 and more,-3,NA,20.8,762.7,767.9,1.5,42,Wind blowing from the south-southeast,4,40%, ,,,NA,NA,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,7.3,,NA,,NA,,NA,14
37,11/30/13 16:00,0,0.453568856,12.72916663,0,0,438.8333333,1.269907802,60.08333333,0.972338652,0,16,23,733.8,759.7,25,Wind blowing from the north-west,4,NA,,,No Significant Clouds,10.0 and more,2,NA,20.1,762.5,767.7,-1.1,59,Wind blowing from the north-northeast,2,60%, ,,,NA,NA,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,11.8,,NA,,NA,,NA,16
38,11/30/13 18:00,0,0.513229424,11.89583337,0,0,439.375,1.303436716,133.9166667,1.026823146,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,11/30/13 20:00,0,0.62254939,11.23333335,0,0,440.2916667,2.715842446,319.6666667,2.3386421,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,11/30/13 22:00,0,0.850301574,10.72083338,0,0,442.375,2.682313472,327.375,2.305113186,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,12/1/13 0:00,0,0.540275815,11.30000015,0,0,441.125,2.221290867,329.4166667,1.8315172,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,12/1/13 2:00,0,0.561660474,10.58749998,0,0,441,2.552388936,175.5,2.12908636,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,12/1/13 4:00,0,0.67629722,9.599999984,0,0,441.8333333,3.235540658,129.4583333,2.615255654,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,12/1/13 6:00,0,0.952247789,7.933333337,3.625,3.458333333,524.6666667,3.491198649,332.4166667,3.00083825,2.369007804,6,10,731.9,759,82,Wind blowing from the south-west,3,NA,,,No Significant Clouds,10.0 and more,7,NA,19.9,762.8,768,NA,31,Wind blowing from the east-southeast,4,100%, ,,,16.8,NA,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,6,2,,NA,"Dry (without cracks, no appreciable amount of dust or loose sand)",12,,NA,6
45,12/1/13 8:00,0,0.8858783,8.645833373,2.166666667,1.625,456.5,3.943839063,318.5,3.445096393,0.01393534,8,10,732.6,759.7,82,Wind blowing from the east-southeast,1,NA,,,Few clouds (10-30%) 300 m,10.0 and more,7,NA,17.7,762.9,768.1,0.1,69,Wind blowing from the north-northeast,2,70 - 80%, ,,,NA,NA,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,11.8,,NA,,NA,,NA,8
46,12/1/13 10:00,0,0.991156265,8.462499936,0,0,445.2916667,4.124056985,317,3.600167622,0.03483835,10,16,732.5,759,77,Wind blowing from the west,5,NA,,,Few clouds (10-30%) 300 m,8,12,NA,18.3,762.7,767.9,0.2,68,Wind blowing from the north-east,2,60%, ,,,NA,18.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,12.3,,NA,,NA,,NA,10
47,12/1/13 12:00,0,0.863433865,9.020833333,0,0,444.375,4.337803831,316.625,3.826487859,0.00696767,12,19,732,758.2,52,Wind blowing from the north-west,6,NA,,,Few clouds (10-30%) 480 m,10.0 and more,9,NA,17,763.1,768.3,1.1,71,Wind blowing from the south-southeast,1,"90  or more, but not 100%", ,,,NA,NA,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%","2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,7,11.6,,NA,,NA,,NA,12
48,12/1/13 14:00,0,0.864324912,8.733333389,0.458333333,0,445.8333333,5.041911205,314.25,4.253981541,0.00696767,14,19,730.7,756.9,46,Wind blowing from the north-west,7,NA,,,"Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m",10.0 and more,7,NA,20.7,762.5,767.7,-0.4,60,Wind blowing from the north-east,3,20-30%, ,,,NA,NA,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,12.5,,NA,,NA,,NA,14
49,12/1/13 16:00,0,1.027469382,6.837499996,5,4.583333333,517.7083333,4.660519709,298.25,4.023470243,0.989409142,16,18,730.6,756.9,46,Wind blowing from the north,6,NA,,,"Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m",10.0 and more,6,NA,17.6,763.8,769,NA,45,Wind blowing from the east,2,no clouds, ,,,17,NA,,,,,,6,5.3,,NA,"Dry (without cracks, no appreciable amount of dust or loose sand)",15,,NA,16
50,12/1/13 18:00,0,1.043075879,6.408333381,5,5,717.0833333,5.146689077,325.5833333,4.551550706,3.037904125,18,15,730.4,756.9,59,Wind blowing from the north,9,NA,,,"Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m",10.0 and more,7,NA,21.4,763.9,769.1,-0.2,34,Wind blowing from the north-northeast,2,no clouds, ,,,NA,NA,,,,,,7,4.9,,NA,,NA,,NA,18
51,12/1/13 20:00,0,1.047998627,6.379166683,5,5,977.4583333,4.119865835,320.0416667,3.650461018,3.163322185,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,12/1/13 22:00,0,1.052304919,6.941666722,5,5,949.4583333,3.248114015,317.9583333,2.627829,2.069397993,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,12/2/13 0:00,0,1.056006491,6.825000087,5,5,988.2083333,2.145850822,323.4166667,1.806370502,1.066053512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,12/2/13 2:00,0,0.938954259,6.333333373,4.166666667,3.958333333,768,1.165129931,172.2083333,0.884325239,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,12/2/13 4:00,0,0.51051961,8.270833453,0,0,444.0833333,2.694886824,135.5833333,2.175188606,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,12/2/13 6:00,0,0.392664477,7.975000203,0,0,442.5416667,3.059513827,127.625,2.606873453,0.00696767,6,10,732.6,759.7,88,Wind blowing from the east,4,NA,,,No Significant Clouds,10.0 and more,8,NA,19.9,762.9,768.1,-1,63,Wind blowing from the north-east,2,20-30%, ,,,NA,NA,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,12.6,,NA,,NA,,NA,6
57,12/2/13 8:00,0,0.360028356,8.141666671,0,0,441.4583333,3.16429171,124,2.766135802,0,8,12,733.6,760.5,77,Wind blowing from the south-east,4,NA,,,No Significant Clouds,10.0 and more,8,NA,19,763.5,768.7,NA,49,Wind blowing from the south-east,5,100%, ,,,16.2,NA,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,6,8.1,,NA,"Dry (without cracks, no appreciable amount of dust or loose sand)",10,,NA,8
