,yield
2014-01-26 22:00:00,0.000136686
2014-02-12 00:00:00,4.58601E-07
2014-02-12 02:00:00,4.58601E-07
2014-02-12 04:00:00,6.12537E-05
2014-02-12 06:00:00,3.4172E-05
2014-02-12 08:00:00,0.003300478
2014-02-12 10:00:00,0.000523252
2014-02-12 12:00:00,0.000683466
2014-02-12 14:00:00,0.007639476
2014-02-12 16:00:00,0.0006439
2014-02-12 18:00:00,0.670431013
2014-02-12 20:00:00,0.128526443
2014-02-12 22:00:00,0.000244505
2014-02-13 00:00:00,0.000121939
2014-02-13 02:00:00,0.001256497
2014-02-13 04:00:00,3.27641E-05
2014-02-13 06:00:00,3.2795E-05
2014-02-13 08:00:00,3.31211E-05
2014-02-13 10:00:00,4.00263E-07
2014-02-13 12:00:00,4.42054E-05
2014-02-13 14:00:00,7.51478E-06
2014-02-13 16:00:00,2.8864E-07
2014-02-13 18:00:00,1.44481E-05
2014-02-13 20:00:00,7.40092E-06
2014-02-13 22:00:00,2.16707E-05
2014-02-14 00:00:00,7.51106E-06
2014-02-14 02:00:00,7.51106E-06
2014-02-14 04:00:00,2.1711E-05
2014-02-14 06:00:00,8.59251E-05
2014-02-14 08:00:00,0.000174068
2014-02-14 10:00:00,0.000258988
2014-02-14 12:00:00,7.28053E-05
2014-02-14 14:00:00,2.17967E-05
2014-02-14 16:00:00,7.35618E-06
2014-02-14 18:00:00,2.99736E-07
2014-02-14 20:00:00,4.06419E-07
2014-02-14 22:00:00,4.976E-07
2014-02-15 00:00:00,9.65628E-06
2014-02-15 02:00:00,0.001908368
2014-02-15 04:00:00,0.000642816
2014-02-15 06:00:00,0.007962512
2014-02-15 08:00:00,0.004574102
2014-02-15 10:00:00,0.00728328
2014-02-15 12:00:00,0.000703649
2014-02-15 14:00:00,0.103994366
2014-02-15 16:00:00,7.846584172
2014-02-15 18:00:00,10.98795821
2014-02-15 20:00:00,12.96022406
2014-02-15 22:00:00,11.4151032
2014-03-04 00:00:00,1.208771942
2014-03-04 02:00:00,0.000390598
2014-03-04 04:00:00,0.000495964
2014-03-04 06:00:00,0.006262395
2014-03-04 08:00:00,0.000187014
2014-03-04 10:00:00,0.000205963
2014-03-04 12:00:00,0.00875716
2014-03-04 14:00:00,0.008432417
2014-03-04 16:00:00,0.000171171
2014-03-04 18:00:00,0.000249893
2014-03-04 20:00:00,2.536E-05
2014-03-04 22:00:00,3.25484E-05
2014-03-05 00:00:00,0.000309819
2014-03-05 02:00:00,0.000647435
2014-03-05 04:00:00,0.000775876
2014-03-05 06:00:00,0.000291455
2014-03-05 08:00:00,0.001975352
2014-03-05 10:00:00,0.000628088
2014-03-05 12:00:00,0.009688419
2014-03-05 14:00:00,0.000325904
2014-03-05 16:00:00,0.018575167
2014-03-05 18:00:00,0.093001121
2014-03-05 20:00:00,8.41171E-05
2014-03-05 22:00:00,8.12525E-05
2014-03-06 00:00:00,0.004861051
2014-03-06 02:00:00,4.52194E-05
2014-03-06 04:00:00,0.000324047
2014-03-06 06:00:00,0.000135689
2014-03-06 08:00:00,0.000185586
2014-03-06 10:00:00,0.000384682
2014-03-06 12:00:00,0.00913712
2014-03-06 14:00:00,0.001080841
2014-03-06 16:00:00,0.001199643
2014-03-06 18:00:00,0.000307968
2014-03-06 20:00:00,0.000180981
2014-03-06 22:00:00,0.00476581
2014-03-07 00:00:00,0.004691146
2014-03-07 02:00:00,0.004699757
2014-03-07 04:00:00,0.004760733
2014-03-07 06:00:00,0.004708804
2014-03-07 08:00:00,0.00026316
2014-03-07 10:00:00,0.002864548
2014-03-07 12:00:00,0.010370417
2014-03-07 14:00:00,0.006223971
2014-03-07 16:00:00,0.001753278
2014-03-07 18:00:00,0.000483824
2014-03-07 20:00:00,3.87175E-05
2014-03-07 22:00:00,4.27042E-05
2014-03-24 00:00:00,0.000890946
2014-03-24 02:00:00,0.000932689
2014-03-24 04:00:00,0.148900489
2014-03-24 06:00:00,2.556720416
2014-03-24 08:00:00,0.000461204
2014-03-24 10:00:00,0.486849832
2014-03-24 12:00:00,0.733487046
2014-03-24 14:00:00,0.000839274
2014-03-24 16:00:00,0.713285654
2014-03-24 18:00:00,0.000319731
2014-03-24 20:00:00,2.589039456
2014-03-24 22:00:00,0.618624084
2014-03-25 00:00:00,0.021102002
2014-03-25 02:00:00,0.001056591
2014-03-25 04:00:00,8.9862E-06
2014-03-25 06:00:00,4.71517E-05
2014-03-25 08:00:00,0.00013826
2014-03-25 10:00:00,0.727718112
2014-03-25 12:00:00,1.463471405
2014-03-25 14:00:00,0.006030753
2014-03-25 16:00:00,0.001044495
2014-03-25 18:00:00,0.090866735
2014-03-25 20:00:00,1.835192349
2014-03-25 22:00:00,0.001982423
2014-03-26 00:00:00,0.74355183
2014-03-26 02:00:00,0.025336197
2014-03-26 04:00:00,1.009912299
2014-03-26 06:00:00,0.001984312
2014-03-26 08:00:00,0.000342618
2014-03-26 10:00:00,0.000557118
2014-03-26 12:00:00,0.000990773
2014-03-26 14:00:00,0.000856206
2014-03-26 16:00:00,0.007364259
2014-03-26 18:00:00,0.000312984
2014-03-26 20:00:00,0.66499488
2014-03-26 22:00:00,0.000230298
2014-03-27 00:00:00,0.003556073
2014-03-27 02:00:00,0.001041061
2014-03-27 04:00:00,0.000488202
2014-03-27 06:00:00,0.023469288
2014-03-27 08:00:00,0.262307416
2014-03-27 10:00:00,0.001219032
2014-03-27 12:00:00,0.009807304
2014-03-27 14:00:00,0.001210255
2014-03-27 16:00:00,0.02647978
2014-03-27 18:00:00,0.007837618
2014-03-27 20:00:00,0.000448291
2014-03-27 22:00:00,0.000780607
2014-04-13 00:00:00,4.94386E-06
2014-04-13 02:00:00,4.26852E-06
2014-04-13 04:00:00,0.003384673
2014-04-13 06:00:00,0.00368353
2014-04-13 08:00:00,4.5757E-05
2014-04-13 10:00:00,0.000171776
2014-04-13 12:00:00,0.000113362
2014-04-13 14:00:00,0.000195697
2014-04-13 16:00:00,1.67766E-06
2014-04-13 18:00:00,0.000468187
2014-04-13 20:00:00,0.00055843
2014-04-13 22:00:00,9.78523E-05
2014-04-14 00:00:00,0.002829114
2014-04-14 02:00:00,2.55041E-05
2014-04-14 04:00:00,2.43286E-05
2014-04-14 06:00:00,0.000209285
2014-04-14 08:00:00,8.8731E-06
2014-04-14 10:00:00,0.000239097
2014-04-14 12:00:00,8.12982E-05
2014-04-14 14:00:00,4.3911E-05
2014-04-14 16:00:00,9.09166E-06
2014-04-14 18:00:00,8.90126E-05
2014-04-14 20:00:00,0.00034517
2014-04-14 22:00:00,0.000333246
2014-04-15 00:00:00,0.000195577
2014-04-15 02:00:00,0.000952331
2014-04-15 04:00:00,0.001276085
2014-04-15 06:00:00,0.000514462
2014-04-15 08:00:00,0.000948445
2014-04-15 10:00:00,0.000286386
2014-04-15 12:00:00,0.00098484
2014-04-15 14:00:00,0.036363388
2014-04-15 16:00:00,0.045389888
2014-04-15 18:00:00,0.000101125
2014-04-15 20:00:00,0.000519549
2014-04-15 22:00:00,0.000537863
2014-04-16 00:00:00,0.001316728
2014-04-16 02:00:00,0.117735131
2014-04-16 04:00:00,0.04885033
2014-04-16 06:00:00,0.112620922
2014-04-16 08:00:00,0.000639969
2014-04-16 10:00:00,0.010194608
2014-04-16 12:00:00,0.001131574
2014-04-16 14:00:00,0.001273987
2014-04-16 16:00:00,0.011391429
2014-04-16 18:00:00,0.001024294
2014-04-16 20:00:00,0.002425183
2014-04-16 22:00:00,0.003182185
2014-05-03 00:00:00,1.10768E-05
2014-05-03 02:00:00,2.09354E-05
2014-05-03 04:00:00,1.78358E-05
2014-05-03 06:00:00,1.78667E-05
2014-05-03 08:00:00,0.000266162
2014-05-03 10:00:00,0.000219578
2014-05-03 12:00:00,0.000114991
2014-05-03 14:00:00,0.001485651
2014-05-03 16:00:00,0.006686588
2014-05-03 18:00:00,0.00345421
2014-05-03 20:00:00,4.975E-05
2014-05-03 22:00:00,0.000413962
2014-05-04 00:00:00,3.76189E-05
2014-05-04 02:00:00,0.000261632
2014-05-04 04:00:00,5.54561E-05
2014-05-04 06:00:00,2.32888E-05
2014-05-04 08:00:00,0.00010164
2014-05-04 10:00:00,0.000698939
2014-05-04 12:00:00,1.22908E-05
2014-05-04 14:00:00,6.2748E-05
2014-05-04 16:00:00,0.000239277
2014-05-04 18:00:00,7.68636E-06
2014-05-04 20:00:00,8.40323E-05
2014-05-04 22:00:00,0.000116911
2014-05-05 00:00:00,0.001563016
2014-05-05 02:00:00,0.001555846
2014-05-05 04:00:00,0.001556097
2014-05-05 06:00:00,0.001555912
2014-05-05 08:00:00,0.00179942
2014-05-05 10:00:00,0.003841491
2014-05-05 12:00:00,0.003441913
2014-05-05 14:00:00,0.001551573
2014-05-05 16:00:00,0.001569897
2014-05-05 18:00:00,0.002393573
2014-05-05 20:00:00,0.002450797
2014-05-05 22:00:00,0.001727926
2014-05-06 00:00:00,8.99004E-05
2014-05-06 02:00:00,3.94971E-05
2014-05-06 04:00:00,5.3802E-05
2014-05-06 06:00:00,0.000123328
2014-05-06 08:00:00,0.002317794
2014-05-06 10:00:00,0.000737783
2014-05-06 12:00:00,0.000940716
2014-05-06 14:00:00,0.000320467
2014-05-06 16:00:00,0.499274786
2014-05-06 18:00:00,0.149744055
2014-05-06 20:00:00,1.14882857
2014-05-06 22:00:00,0.012734699
2014-05-23 00:00:00,0.066175378
2014-05-23 02:00:00,0.383351776
2014-05-23 04:00:00,1.148256247
2014-05-23 06:00:00,0.030246261
2014-05-23 08:00:00,0.009241651
2014-05-23 10:00:00,0.019300135
2014-05-23 12:00:00,0.000611951
2014-05-23 14:00:00,0.092880142
2014-05-23 16:00:00,0.008657622
2014-05-23 18:00:00,8.69826E-05
2014-05-23 20:00:00,0.208106884
2014-05-23 22:00:00,0.00425072
2014-05-24 00:00:00,0.150177141
2014-05-24 02:00:00,1.700558786
2014-05-24 04:00:00,3.068143223
2014-05-24 06:00:00,0.21757643
2014-05-24 08:00:00,0.003563114
2014-05-24 10:00:00,0.000696729
2014-05-24 12:00:00,0.421664636
2014-05-24 14:00:00,0.60893621
2014-05-24 16:00:00,0.553008702
2014-05-24 18:00:00,0.569571241
2014-05-24 20:00:00,0.001871687
2014-05-24 22:00:00,0.839410464
2014-05-25 00:00:00,2.93202E-05
2014-05-25 02:00:00,0.539588065
2014-05-25 04:00:00,2.35152E-05
2014-05-25 06:00:00,0.003710162
2014-05-25 08:00:00,0.00091483
2014-05-25 10:00:00,0.000101091
2014-05-25 12:00:00,0.687254654
2014-05-25 14:00:00,0.170631511
2014-05-25 16:00:00,0.002585549
2014-05-25 18:00:00,0.00446968
2014-05-25 20:00:00,0.230153977
2014-05-25 22:00:00,1.325987488
2014-05-26 00:00:00,0.084163398
2014-05-26 02:00:00,0.498919199
2014-05-26 04:00:00,2.692220241
2014-05-26 06:00:00,2.18652427
2014-05-26 08:00:00,0.435325982
2014-05-26 10:00:00,0.005575826
2014-05-26 12:00:00,0.009439208
2014-05-26 14:00:00,0.005621194
2014-05-26 16:00:00,0.018166798
2014-05-26 18:00:00,1.994793142
2014-05-26 20:00:00,0.011738731
2014-05-26 22:00:00,0.00495414
2014-06-12 00:00:00,7.21488E-05
2014-06-12 02:00:00,0.000539854
2014-06-12 04:00:00,1.85061E-07
2014-06-12 06:00:00,7.76481E-05
2014-06-12 08:00:00,4.11003E-05
2014-06-12 10:00:00,0.000944344
2014-06-12 12:00:00,0.00055737
2014-06-12 14:00:00,1.55638E-05
2014-06-12 16:00:00,2.25248E-05
2014-06-12 18:00:00,0.000757451
2014-06-12 20:00:00,1.5117E-05
2014-06-12 22:00:00,6.35494E-07
2014-06-13 00:00:00,3.38064E-06
2014-06-13 02:00:00,1.59507E-07
2014-06-13 04:00:00,6.69143E-07
2014-06-13 06:00:00,4.29689E-05
2014-06-13 08:00:00,5.21444E-05
2014-06-13 10:00:00,0.001019308
2014-06-13 12:00:00,0.000800751
2014-06-13 14:00:00,4.33397E-05
2014-06-13 16:00:00,0.000279251
2014-06-13 18:00:00,0.000386009
2014-06-13 20:00:00,1.10977E-05
2014-06-13 22:00:00,3.73078E-05
2014-06-14 00:00:00,2.73156E-06
2014-06-14 02:00:00,1.96804E-05
2014-06-14 04:00:00,2.22648E-05
2014-06-14 06:00:00,0.000134648
2014-06-14 08:00:00,8.99792E-06
2014-06-14 10:00:00,1.78358E-06
2014-06-14 12:00:00,0.00018676
2014-06-14 14:00:00,8.92273E-07
2014-06-14 16:00:00,8.73745E-07
2014-06-14 18:00:00,0.000236027
2014-06-14 20:00:00,0.000542853
2014-06-14 22:00:00,1.07505E-06
2014-06-15 00:00:00,1.51326E-05
2014-06-15 02:00:00,2.94023E-05
2014-06-15 04:00:00,3.65372E-05
2014-06-15 06:00:00,0.000122156
2014-06-15 08:00:00,0.000627496
2014-06-15 10:00:00,0.002510766
2014-06-15 12:00:00,0.001067929
2014-06-15 14:00:00,0.074379193
2014-06-15 16:00:00,0.001063091
2014-06-15 18:00:00,0.007375609
2014-06-15 20:00:00,5.103037849
2014-06-15 22:00:00,11.01536589
2014-07-02 00:00:00,0.22761985
2014-07-02 02:00:00,0.233796841
2014-07-02 04:00:00,0.000220157
2014-07-02 06:00:00,8.49932E-06
2014-07-02 08:00:00,2.54634E-06
2014-07-02 10:00:00,8.52506E-06
2014-07-02 12:00:00,3.90726E-06
2014-07-02 14:00:00,4.10558E-05
2014-07-02 16:00:00,0.001100349
2014-07-02 18:00:00,0.121292575
2014-07-02 20:00:00,8.245098629
2014-07-02 22:00:00,16.31218203
2014-07-03 00:00:00,14.19191475
2014-07-03 02:00:00,4.009118603
2014-07-03 04:00:00,0.213976481
2014-07-03 06:00:00,0.14757462
2014-07-03 08:00:00,0.026821784
2014-07-03 10:00:00,1.9902E-05
2014-07-03 12:00:00,1.15413E-05
2014-07-03 14:00:00,0.028709239
2014-07-03 16:00:00,0.034821754
2014-07-03 18:00:00,9.93787E-06
2014-07-03 20:00:00,0.461000134
2014-07-03 22:00:00,0.001011384
2014-07-04 00:00:00,8.40187E-06
2014-07-04 02:00:00,9.41289E-06
2014-07-04 04:00:00,4.44901E-05
2014-07-04 06:00:00,0.000138827
2014-07-04 08:00:00,4.45359E-05
2014-07-04 10:00:00,0.000180866
2014-07-04 12:00:00,5.62951E-05
2014-07-04 14:00:00,7.51625E-06
2014-07-04 16:00:00,5.76154E-06
2014-07-04 18:00:00,1.13973E-05
2014-07-04 20:00:00,1.75364E-06
2014-07-04 22:00:00,0.000433263
2014-07-05 00:00:00,7.55876E-06
2014-07-05 02:00:00,8.34955E-05
2014-07-05 04:00:00,2.35407E-05
2014-07-05 06:00:00,5.21112E-05
2014-07-05 08:00:00,0.000541191
2014-07-05 10:00:00,0.001241896
2014-07-05 12:00:00,0.002342555
2014-07-05 14:00:00,2.79246E-07
2014-07-05 16:00:00,7.51829E-06
2014-07-05 18:00:00,5.42328E-07
2014-07-05 20:00:00,0.021124608
2014-07-05 22:00:00,6.66586E-07
2014-07-22 00:00:00,0.095293138
2014-07-22 02:00:00,2.403148529
2014-07-22 04:00:00,0.008329351
2014-07-22 06:00:00,0.031067471
2014-07-22 08:00:00,0.203474816
2014-07-22 10:00:00,0.001406219
2014-07-22 12:00:00,0.000865467
2014-07-22 14:00:00,0.008866315
2014-07-22 16:00:00,9.57668E-05
2014-07-22 18:00:00,6.08842E-05
2014-07-22 20:00:00,0.173965338
2014-07-22 22:00:00,0.308826319
2014-07-23 00:00:00,0.000100329
2014-07-23 02:00:00,1.722327037
2014-07-23 04:00:00,1.76687E-06
2014-07-23 06:00:00,2.185149117
2014-07-23 08:00:00,0.01586983
2014-07-23 10:00:00,0.001096648
2014-07-23 12:00:00,0.000330863
2014-07-23 14:00:00,0.063719101
2014-07-23 16:00:00,0.187801102
2014-07-23 18:00:00,1.381194294
2014-07-23 20:00:00,5.30747E-05
2014-07-23 22:00:00,0.208666897
2014-07-24 00:00:00,0.234306582
2014-07-24 02:00:00,0.000263517
2014-07-24 04:00:00,0.305147507
2014-07-24 06:00:00,1.779191159
2014-07-24 08:00:00,0.037160826
2014-07-24 10:00:00,5.20584E-05
2014-07-24 12:00:00,1.259752171
2014-07-24 14:00:00,0.082964921
2014-07-24 16:00:00,0.015584368
2014-07-24 18:00:00,1.738470751
2014-07-24 20:00:00,0.306626466
2014-07-24 22:00:00,0.393796545
2014-07-25 00:00:00,0.00010018
2014-07-25 02:00:00,0.000129365
2014-07-25 04:00:00,0.209184184
2014-07-25 06:00:00,2.923371531
2014-07-25 08:00:00,0.002892992
2014-07-25 10:00:00,0.607985218
2014-07-25 12:00:00,0.000810328
2014-07-25 14:00:00,0.08374033
2014-07-25 16:00:00,0.000737606
2014-07-25 18:00:00,3.101611214
2014-07-25 20:00:00,0.00030285
2014-07-25 22:00:00,0.000558129
2014-08-11 00:00:00,1.58638E-05
2014-08-11 02:00:00,0.000259414
2014-08-11 04:00:00,0.00034839
2014-08-11 06:00:00,0.00069094
2014-08-11 08:00:00,0.000108121
2014-08-11 10:00:00,3.03391E-05
2014-08-11 12:00:00,1.59169E-05
2014-08-11 14:00:00,6.81944E-05
2014-08-11 16:00:00,5.13853E-05
2014-08-11 18:00:00,0.000100563
2014-08-11 20:00:00,3.38046E-05
2014-08-11 22:00:00,1.24801E-05
2014-08-12 00:00:00,3.08938E-07
2014-08-12 02:00:00,4.00119E-07
2014-08-12 04:00:00,4.00119E-07
2014-08-12 06:00:00,7.62796E-06
2014-08-12 08:00:00,1.07477E-05
2014-08-12 10:00:00,2.06891E-06
2014-08-12 12:00:00,1.80368E-05
2014-08-12 14:00:00,1.35499E-06
2014-08-12 16:00:00,1.09394E-06
2014-08-12 18:00:00,1.10466E-05
2014-08-12 20:00:00,4.50159E-07
2014-08-12 22:00:00,3.08938E-07
2014-08-13 00:00:00,2.89979E-07
2014-08-13 02:00:00,3.8116E-07
2014-08-13 04:00:00,3.8116E-07
2014-08-13 06:00:00,4.12047E-07
2014-08-13 08:00:00,2.73973E-06
2014-08-13 10:00:00,0.000146187
2014-08-13 12:00:00,2.12722E-06
2014-08-13 14:00:00,7.62997E-06
2014-08-13 16:00:00,0.000186166
2014-08-13 18:00:00,0.000192986
2014-08-13 20:00:00,1.10834E-05
2014-08-13 22:00:00,7.88841E-05
2014-08-14 00:00:00,8.1974E-07
2014-08-14 02:00:00,9.1092E-07
2014-08-14 04:00:00,9.1092E-07
2014-08-14 06:00:00,1.27315E-06
2014-08-14 08:00:00,0.000116547
2014-08-14 10:00:00,0.000147514
2014-08-14 12:00:00,5.48888E-05
2014-08-14 14:00:00,9.63267E-05
2014-08-14 16:00:00,6.42794E-07
2014-08-14 18:00:00,3.44305E-07
2014-08-14 20:00:00,4.30927E-07
2014-08-14 22:00:00,4.0004E-07
2014-08-31 00:00:00,0.015358253
2014-08-31 02:00:00,0.028201226
2014-08-31 04:00:00,4.29589E-05
2014-08-31 06:00:00,1.44502E-05
2014-08-31 08:00:00,0.000285513
2014-08-31 10:00:00,0.00078377
2014-08-31 12:00:00,2.35149E-05
2014-08-31 14:00:00,0.000303016
2014-08-31 16:00:00,6.6731E-05
2014-08-31 18:00:00,0.001705026
2014-08-31 20:00:00,0.000682073
2014-08-31 22:00:00,0.000966611
2014-09-01 00:00:00,0.000204233
2014-09-01 02:00:00,5.3118E-06
2014-09-01 04:00:00,5.23121E-06
2014-09-01 06:00:00,5.19804E-06
2014-09-01 08:00:00,0.000376895
2014-09-01 10:00:00,0.000190608
2014-09-01 12:00:00,0.000281541
2014-09-01 14:00:00,8.18431E-06
2014-09-01 16:00:00,4.98089E-06
2014-09-01 18:00:00,1.30727E-05
2014-09-01 20:00:00,6.24531E-05
2014-09-01 22:00:00,0.000441152
2014-09-02 00:00:00,3.08739E-05
2014-09-02 02:00:00,3.35824E-06
2014-09-02 04:00:00,0.001845673
2014-09-02 06:00:00,0.020069682
2014-09-02 08:00:00,1.9665E-05
2014-09-02 10:00:00,0.000118512
2014-09-02 12:00:00,1.03073E-05
2014-09-02 14:00:00,3.295E-06
2014-09-02 16:00:00,4.69393E-05
2014-09-02 18:00:00,4.62804E-06
2014-09-02 20:00:00,3.66805E-06
2014-09-02 22:00:00,5.20395E-05
2014-09-03 00:00:00,0.00013479
2014-09-03 02:00:00,9.26752E-05
2014-09-03 04:00:00,0.009564026
2014-09-03 06:00:00,0.000140009
2014-09-03 08:00:00,2.09731E-05
