,yield
2014-01-06 20:00:00,0
2014-01-06 22:00:00,0
2014-01-23 00:00:00,0
2014-01-23 02:00:00,1.16406791979927
2014-01-23 04:00:00,0.00101343331703204
2014-01-23 06:00:00,0
2014-01-23 08:00:00,0.102756689592748
2014-01-23 10:00:00,0.470390031887435
2014-01-23 12:00:00,0.0118569438279129
2014-01-23 14:00:00,0.00207393814023005
2014-01-23 16:00:00,0
2014-01-23 18:00:00,0.00238900675181051
2014-01-23 20:00:00,0
2014-01-23 22:00:00,0
2014-01-24 00:00:00,0
2014-01-24 02:00:00,0
2014-01-24 04:00:00,0.184861260924357
2014-01-24 06:00:00,0
2014-01-24 08:00:00,0.0023191910262045
2014-01-24 10:00:00,0.250143311469945
2014-01-24 12:00:00,0
2014-01-24 14:00:00,0.385773054726179
2014-01-24 16:00:00,0.470794392604659
2014-01-24 18:00:00,0.00614652542617865
2014-01-24 20:00:00,0.00288697946682371
2014-01-24 22:00:00,0.0267279919788108
2014-01-25 00:00:00,0
2014-01-25 02:00:00,0.00443214673536816
2014-01-25 04:00:00,0
2014-01-25 06:00:00,1.01603533128518
2014-01-25 08:00:00,0
2014-01-25 10:00:00,0.221421706854101
2014-01-25 12:00:00,0
2014-01-25 14:00:00,0.010252843838945
2014-01-25 16:00:00,0
2014-01-25 18:00:00,0
2014-01-25 20:00:00,0.709118106301942
2014-01-25 22:00:00,0.22833275473849
2014-01-26 00:00:00,0.43193624556349
2014-01-26 02:00:00,0
2014-01-26 04:00:00,0
2014-01-26 06:00:00,0
2014-01-26 08:00:00,0.565207564791467
2014-01-26 10:00:00,0.504414617282341
2014-01-26 12:00:00,0.00370591003683046
2014-01-26 14:00:00,0.444063201358851
2014-01-26 16:00:00,0.00309882740609493
2014-01-26 18:00:00,0
2014-01-26 20:00:00,0.910849839931367
2014-01-26 22:00:00,0
2014-02-12 00:00:00,0
2014-02-12 02:00:00,0
2014-02-12 04:00:00,0
2014-02-12 06:00:00,0
2014-02-12 08:00:00,0.0014144905238357
2014-02-12 10:00:00,0
2014-02-12 12:00:00,0
2014-02-12 14:00:00,0.00327406118090294
2014-02-12 16:00:00,0
2014-02-12 18:00:00,0.589834401563078
2014-02-12 20:00:00,0.0679393745779992
2014-02-12 22:00:00,0
2014-02-13 00:00:00,0
2014-02-13 02:00:00,0
2014-02-13 04:00:00,0
2014-02-13 06:00:00,0
2014-02-13 08:00:00,0
2014-02-13 10:00:00,0
2014-02-13 12:00:00,0
2014-02-13 14:00:00,0
2014-02-13 16:00:00,0
2014-02-13 18:00:00,0
2014-02-13 20:00:00,0
2014-02-13 22:00:00,0
2014-02-14 00:00:00,0
2014-02-14 02:00:00,0
2014-02-14 04:00:00,0
2014-02-14 06:00:00,0
2014-02-14 08:00:00,0
2014-02-14 10:00:00,0
2014-02-14 12:00:00,0
2014-02-14 14:00:00,0
2014-02-14 16:00:00,0
2014-02-14 18:00:00,0
2014-02-14 20:00:00,0
2014-02-14 22:00:00,0
2014-02-15 00:00:00,0
2014-02-15 02:00:00,0
2014-02-15 04:00:00,0
2014-02-15 06:00:00,0.00341250505968957
2014-02-15 08:00:00,0.00196032953586109
2014-02-15 10:00:00,0.00545313173081554
2014-02-15 12:00:00,0
2014-02-15 14:00:00,0.0866437395438469
2014-02-15 16:00:00,7.16034585271558
2014-02-15 18:00:00,9.5904353632032
2014-02-15 20:00:00,11.5619916084061
2014-02-15 22:00:00,10.0463368606746
2014-03-04 00:00:00,1.11813053651046
2014-03-04 02:00:00,0
2014-03-04 04:00:00,0.0013128192294066
2014-03-04 06:00:00,0.00268388360214274
2014-03-04 08:00:00,0
2014-03-04 10:00:00,0
2014-03-04 12:00:00,0.00375306853813003
2014-03-04 14:00:00,0.00361389299190778
2014-03-04 16:00:00,0
2014-03-04 18:00:00,0
2014-03-04 20:00:00,0
2014-03-04 22:00:00,0
2014-03-05 00:00:00,0.00101074000045251
2014-03-05 02:00:00,0
2014-03-05 04:00:00,0
2014-03-05 06:00:00,0
2014-03-05 08:00:00,0
2014-03-05 10:00:00,0.00168391542619152
2014-03-05 12:00:00,0.00614636798864735
2014-03-05 14:00:00,0
2014-03-05 16:00:00,0.0181439312874437
2014-03-05 18:00:00,0.0952423165055251
2014-03-05 20:00:00,0
2014-03-05 22:00:00,0
2014-03-06 00:00:00,0.00208330761086356
2014-03-06 02:00:00,0
2014-03-06 04:00:00,0.00140572284586779
2014-03-06 06:00:00,0
2014-03-06 08:00:00,0
2014-03-06 10:00:00,0
2014-03-06 12:00:00,0.00411891693519828
2014-03-06 14:00:00,0
2014-03-06 16:00:00,0
2014-03-06 18:00:00,0
2014-03-06 20:00:00,0
2014-03-06 22:00:00,0.00204248984449645
2014-03-07 00:00:00,0.00201049117234666
2014-03-07 02:00:00,0.00201418163471055
2014-03-07 04:00:00,0.00207703305837993
2014-03-07 06:00:00,0.0020180589967269
2014-03-07 08:00:00,0
2014-03-07 10:00:00,0.00122766323176693
2014-03-07 12:00:00,0.00444446447388254
2014-03-07 14:00:00,0.00323913185804851
2014-03-07 16:00:00,0
2014-03-07 18:00:00,0
2014-03-07 20:00:00,0
2014-03-07 22:00:00,0
2014-03-24 00:00:00,0.00433726418209035
2014-03-24 02:00:00,0.00450532109183087
2014-03-24 04:00:00,0.0693520788780297
2014-03-24 06:00:00,1.24364811396274
2014-03-24 08:00:00,0
2014-03-24 10:00:00,0.259032030421308
2014-03-24 12:00:00,0.354474347502829
2014-03-24 14:00:00,0
2014-03-24 16:00:00,0.367576878732263
2014-03-24 18:00:00,0
2014-03-24 20:00:00,1.32072377916
2014-03-24 22:00:00,0.288552782719668
2014-03-25 00:00:00,0.0150724527308359
2014-03-25 02:00:00,0
2014-03-25 04:00:00,0
2014-03-25 06:00:00,0
2014-03-25 08:00:00,0
2014-03-25 10:00:00,0.36483557493181
2014-03-25 12:00:00,0.710012676850967
2014-03-25 14:00:00,0.0025846085679745
2014-03-25 16:00:00,0
2014-03-25 18:00:00,0.0522276782682104
2014-03-25 20:00:00,0.890512518122978
2014-03-25 22:00:00,0.00704578959150551
2014-03-26 00:00:00,0.35504788394551
2014-03-26 02:00:00,0.0142276372657845
2014-03-26 04:00:00,0.506107497561829
2014-03-26 06:00:00,0
2014-03-26 08:00:00,0
2014-03-26 10:00:00,0
2014-03-26 12:00:00,0
2014-03-26 14:00:00,0
2014-03-26 16:00:00,0.00315611082254414
2014-03-26 18:00:00,0
2014-03-26 20:00:00,0.317587236873999
2014-03-26 22:00:00,0
2014-03-27 00:00:00,0.00590595894617888
2014-03-27 02:00:00,0
2014-03-27 04:00:00,0
2014-03-27 06:00:00,0.0114528772849449
2014-03-27 08:00:00,0.127103533016522
2014-03-27 10:00:00,0
2014-03-27 12:00:00,0.00420313014568237
2014-03-27 14:00:00,0
2014-03-27 16:00:00,0.0113484771773592
2014-03-27 18:00:00,0.00674996643609721
2014-03-27 20:00:00,0
2014-03-27 22:00:00,0
2014-04-13 00:00:00,0
2014-04-13 02:00:00,0
2014-04-13 04:00:00,0.00146794566709318
2014-04-13 06:00:00,0.00296223320393331
2014-04-13 08:00:00,0
2014-04-13 10:00:00,0
2014-04-13 12:00:00,0
2014-04-13 14:00:00,0
2014-04-13 16:00:00,0
2014-04-13 18:00:00,0
2014-04-13 20:00:00,0
2014-04-13 22:00:00,0
2014-04-14 00:00:00,0.00285290226081391
2014-04-14 02:00:00,0
2014-04-14 04:00:00,0
2014-04-14 06:00:00,0
2014-04-14 08:00:00,0
2014-04-14 10:00:00,0
2014-04-14 12:00:00,0
2014-04-14 14:00:00,0
2014-04-14 16:00:00,0
2014-04-14 18:00:00,0
2014-04-14 20:00:00,0
2014-04-14 22:00:00,0
2014-04-15 00:00:00,0
2014-04-15 02:00:00,0
2014-04-15 04:00:00,0
2014-04-15 06:00:00,0
2014-04-15 08:00:00,0
2014-04-15 10:00:00,0
2014-04-15 12:00:00,0
2014-04-15 14:00:00,0.0371688458205833
2014-04-15 16:00:00,0.0464550565596184
2014-04-15 18:00:00,0
2014-04-15 20:00:00,0
2014-04-15 22:00:00,0
2014-04-16 00:00:00,0.00186720350134187
2014-04-16 02:00:00,0.12435634851051
2014-04-16 04:00:00,0.0584397037622534
2014-04-16 06:00:00,0.106919948542666
2014-04-16 08:00:00,0
2014-04-16 10:00:00,0.00436911765096767
2014-04-16 12:00:00,0
2014-04-16 14:00:00,0
2014-04-16 16:00:00,0.00488204093559121
2014-04-16 18:00:00,0
2014-04-16 20:00:00,0.00455515273423932
2014-04-16 22:00:00,0.0120386528732374
2014-05-03 00:00:00,0
2014-05-03 02:00:00,0
2014-05-03 04:00:00,0
2014-05-03 06:00:00,0
2014-05-03 08:00:00,0
2014-05-03 10:00:00,0
2014-05-03 12:00:00,0
2014-05-03 14:00:00,0
2014-05-03 16:00:00,0.00354145856720751
2014-05-03 18:00:00,0.00170945047198755
2014-05-03 20:00:00,0
2014-05-03 22:00:00,0.00198066024385677
2014-05-04 00:00:00,0
2014-05-04 02:00:00,0.00112024031056626
2014-05-04 04:00:00,0
2014-05-04 06:00:00,0
2014-05-04 08:00:00,0
2014-05-04 10:00:00,0
2014-05-04 12:00:00,0
2014-05-04 14:00:00,0
2014-05-04 16:00:00,0.00108621678263059
2014-05-04 18:00:00,0
2014-05-04 20:00:00,0
2014-05-04 22:00:00,0
2014-05-05 00:00:00,0
2014-05-05 02:00:00,0
2014-05-05 04:00:00,0
2014-05-05 06:00:00,0
2014-05-05 08:00:00,0
2014-05-05 10:00:00,0.00164635338736916
2014-05-05 12:00:00,0.00147510569586462
2014-05-05 14:00:00,0
2014-05-05 16:00:00,0
2014-05-05 18:00:00,0.00102581709475126
2014-05-05 20:00:00,0.00105034155946822
2014-05-05 22:00:00,0
2014-05-06 00:00:00,0
2014-05-06 02:00:00,0
2014-05-06 04:00:00,0
2014-05-06 06:00:00,0
2014-05-06 08:00:00,0.00231833359576271
2014-05-06 10:00:00,0
2014-05-06 12:00:00,0
2014-05-06 14:00:00,0
2014-05-06 16:00:00,0.372998163569831
2014-05-06 18:00:00,0.064486488432012
2014-05-06 20:00:00,0.936266835562004
2014-05-06 22:00:00,0.010676511008253
2014-05-23 00:00:00,0.0296722004382242
2014-05-23 02:00:00,0.192281727838002
2014-05-23 04:00:00,0.578340242231267
2014-05-23 06:00:00,0.015966579958077
2014-05-23 08:00:00,0.00858672812295693
2014-05-23 10:00:00,0.00827148651824682
2014-05-23 12:00:00,0
2014-05-23 14:00:00,0.039805775114391
2014-05-23 16:00:00,0.00417492044359031
2014-05-23 18:00:00,0
2014-05-23 20:00:00,0.108449693794951
2014-05-23 22:00:00,0.0018217372891448
2014-05-24 00:00:00,0.0823043532668681
2014-05-24 02:00:00,0.837719452369326
2014-05-24 04:00:00,1.5174301724668
2014-05-24 06:00:00,0.116335008015553
2014-05-24 08:00:00,0.00207023698074896
2014-05-24 10:00:00,0
2014-05-24 12:00:00,0.203363522810306
2014-05-24 14:00:00,0.294863631046566
2014-05-24 16:00:00,0.260778216359704
2014-05-24 18:00:00,0.285992126875791
2014-05-24 20:00:00,0
2014-05-24 22:00:00,0.41800046951108
2014-05-25 00:00:00,0
2014-05-25 02:00:00,0.259226494195127
2014-05-25 04:00:00,0
2014-05-25 06:00:00,0.00623965219027338
2014-05-25 08:00:00,0
2014-05-25 10:00:00,0
2014-05-25 12:00:00,0.346286186498316
2014-05-25 14:00:00,0.0854270980034741
2014-05-25 16:00:00,0.00110809247405792
2014-05-25 18:00:00,0.00191557710898487
2014-05-25 20:00:00,0.104579659635898
2014-05-25 22:00:00,0.697662874352246
2014-05-26 00:00:00,0.0537919454236283
2014-05-26 02:00:00,0.230785981743616
2014-05-26 04:00:00,1.30433316301091
2014-05-26 06:00:00,1.03757332988064
2014-05-26 08:00:00,0.206206927143946
2014-05-26 10:00:00,0.00238963962012
2014-05-26 12:00:00,0.00471357320120571
2014-05-26 14:00:00,0.00240908303708886
2014-05-26 16:00:00,0.0104083130330608
2014-05-26 18:00:00,0.987852393737925
2014-05-26 20:00:00,0.0063300742463386
2014-05-26 22:00:00,0.00216636463659839
2014-06-12 00:00:00,0
2014-06-12 02:00:00,0.00241054454701492
2014-06-12 04:00:00,0
2014-06-12 06:00:00,0
2014-06-12 08:00:00,0
2014-06-12 10:00:00,0.00156675701088341
2014-06-12 12:00:00,0
2014-06-12 14:00:00,0
2014-06-12 16:00:00,0
2014-06-12 18:00:00,0
2014-06-12 20:00:00,0
2014-06-12 22:00:00,0
2014-06-13 00:00:00,0
2014-06-13 02:00:00,0
2014-06-13 04:00:00,0
2014-06-13 06:00:00,0
2014-06-13 08:00:00,0
2014-06-13 10:00:00,0.00365870378903261
2014-06-13 12:00:00,0
2014-06-13 14:00:00,0
2014-06-13 16:00:00,0
2014-06-13 18:00:00,0
2014-06-13 20:00:00,0
2014-06-13 22:00:00,0
2014-06-14 00:00:00,0
2014-06-14 02:00:00,0
2014-06-14 04:00:00,0
2014-06-14 06:00:00,0
2014-06-14 08:00:00,0
2014-06-14 10:00:00,0
2014-06-14 12:00:00,0
2014-06-14 14:00:00,0
2014-06-14 16:00:00,0
2014-06-14 18:00:00,0
2014-06-14 20:00:00,0
2014-06-14 22:00:00,0
2014-06-15 00:00:00,0
2014-06-15 02:00:00,0
2014-06-15 04:00:00,0
2014-06-15 06:00:00,0
2014-06-15 08:00:00,0
2014-06-15 10:00:00,0.00259041741037529
2014-06-15 12:00:00,0
2014-06-15 14:00:00,0.0753097781442499
2014-06-15 16:00:00,0
2014-06-15 18:00:00,0.00509129669387008
2014-06-15 20:00:00,4.4496410950616
2014-06-15 22:00:00,10.0156531388498
2014-07-02 00:00:00,0.233782678306556
2014-07-02 02:00:00,0.241647513792963
2014-07-02 04:00:00,0.00109451792224893
2014-07-02 06:00:00,0
2014-07-02 08:00:00,0
2014-07-02 10:00:00,0
2014-07-02 12:00:00,0
2014-07-02 14:00:00,0
2014-07-02 16:00:00,0.00253848083782418
2014-07-02 18:00:00,0.0978124093357584
2014-07-02 20:00:00,7.45942571369855
2014-07-02 22:00:00,15.3325322006363
2014-07-03 00:00:00,13.1363805946996
2014-07-03 02:00:00,3.81425286188385
2014-07-03 04:00:00,0.220800894016527
2014-07-03 06:00:00,0.150940156681281
2014-07-03 08:00:00,0.027542063213337
2014-07-03 10:00:00,0
2014-07-03 12:00:00,0
2014-07-03 14:00:00,0.0294762883874133
2014-07-03 16:00:00,0.0357237431210414
2014-07-03 18:00:00,0
2014-07-03 20:00:00,0.403953599590337
2014-07-03 22:00:00,0
2014-07-04 00:00:00,0
2014-07-04 02:00:00,0
2014-07-04 04:00:00,0
2014-07-04 06:00:00,0
2014-07-04 08:00:00,0
2014-07-04 10:00:00,0
2014-07-04 12:00:00,0
2014-07-04 14:00:00,0
2014-07-04 16:00:00,0
2014-07-04 18:00:00,0
2014-07-04 20:00:00,0
2014-07-04 22:00:00,0.00215695023348333
2014-07-05 00:00:00,0
2014-07-05 02:00:00,0
2014-07-05 04:00:00,0
2014-07-05 06:00:00,0
2014-07-05 08:00:00,0
2014-07-05 10:00:00,0.00117401222054256
2014-07-05 12:00:00,0.00140797014968548
2014-07-05 14:00:00,0
2014-07-05 16:00:00,0
2014-07-05 18:00:00,0
2014-07-05 20:00:00,0.0216964808251215
2014-07-05 22:00:00,0
2014-07-22 00:00:00,0.0451885390027845
2014-07-22 02:00:00,1.16871939871211
2014-07-22 04:00:00,0.00356972164619874
2014-07-22 06:00:00,0.0256939025352847
2014-07-22 08:00:00,0.105748635373623
2014-07-22 10:00:00,0
2014-07-22 12:00:00,0
2014-07-22 14:00:00,0.00379984908810395
2014-07-22 16:00:00,0
2014-07-22 18:00:00,0
2014-07-22 20:00:00,0.0855226523238064
2014-07-22 22:00:00,0.149906793948308
2014-07-23 00:00:00,0
2014-07-23 02:00:00,0.851287393026587
2014-07-23 04:00:00,0
2014-07-23 06:00:00,1.03192308452036
2014-07-23 08:00:00,0.00937252364641444
2014-07-23 10:00:00,0
2014-07-23 12:00:00,0
2014-07-23 14:00:00,0.0273081862101518
2014-07-23 16:00:00,0.0944090376414861
2014-07-23 18:00:00,0.680134245765424
2014-07-23 20:00:00,0
2014-07-23 22:00:00,0.113363343893079
2014-07-24 00:00:00,0.118315300564822
2014-07-24 02:00:00,0.00131593231830646
2014-07-24 04:00:00,0.137553713235694
2014-07-24 06:00:00,0.847518974476069
2014-07-24 08:00:00,0.0166740686000964
2014-07-24 10:00:00,0
2014-07-24 12:00:00,0.616673886046254
2014-07-24 14:00:00,0.047766152422657
2014-07-24 16:00:00,0.00931124611849334
2014-07-24 18:00:00,0.846624813656443
2014-07-24 20:00:00,0.160452760229627
2014-07-24 22:00:00,0.198683775462743
2014-07-25 00:00:00,0
2014-07-25 02:00:00,0
2014-07-25 04:00:00,0.0925294124511159
2014-07-25 06:00:00,1.40459761420531
2014-07-25 08:00:00,0.0090651916898904
2014-07-25 10:00:00,0.296191860617511
2014-07-25 12:00:00,0
2014-07-25 14:00:00,0.0418563641322494
2014-07-25 16:00:00,0.00272344001085995
2014-07-25 18:00:00,1.57377969522847
2014-07-25 20:00:00,0
2014-07-25 22:00:00,0.00128702409017678
2014-08-11 00:00:00,0
2014-08-11 02:00:00,0
2014-08-11 04:00:00,0
2014-08-11 06:00:00,0
2014-08-11 08:00:00,0
2014-08-11 10:00:00,0
2014-08-11 12:00:00,0
2014-08-11 14:00:00,0
2014-08-11 16:00:00,0
2014-08-11 18:00:00,0
2014-08-11 20:00:00,0
2014-08-11 22:00:00,0
2014-08-12 00:00:00,0
2014-08-12 02:00:00,0
2014-08-12 04:00:00,0
2014-08-12 06:00:00,0
2014-08-12 08:00:00,0
2014-08-12 10:00:00,0
2014-08-12 12:00:00,0
2014-08-12 14:00:00,0
2014-08-12 16:00:00,0
2014-08-12 18:00:00,0
2014-08-12 20:00:00,0
2014-08-12 22:00:00,0
2014-08-13 00:00:00,0
2014-08-13 02:00:00,0
2014-08-13 04:00:00,0
2014-08-13 06:00:00,0
2014-08-13 08:00:00,0
2014-08-13 10:00:00,0
2014-08-13 12:00:00,0
2014-08-13 14:00:00,0
2014-08-13 16:00:00,0
2014-08-13 18:00:00,0
2014-08-13 20:00:00,0
2014-08-13 22:00:00,0
2014-08-14 00:00:00,0
2014-08-14 02:00:00,0
2014-08-14 04:00:00,0
2014-08-14 06:00:00,0
2014-08-14 08:00:00,0
2014-08-14 10:00:00,0
2014-08-14 12:00:00,0
2014-08-14 14:00:00,0
2014-08-14 16:00:00,0
2014-08-14 18:00:00,0
2014-08-14 20:00:00,0
2014-08-14 22:00:00,0
2014-08-31 00:00:00,0.0156762137264547
2014-08-31 02:00:00,0.028905611351362
2014-08-31 04:00:00,0
2014-08-31 06:00:00,0
2014-08-31 08:00:00,0
2014-08-31 10:00:00,0
2014-08-31 12:00:00,0
2014-08-31 14:00:00,0
2014-08-31 16:00:00,0
2014-08-31 18:00:00,0.00101725736575995
2014-08-31 20:00:00,0
2014-08-31 22:00:00,0
2014-09-01 00:00:00,0
2014-09-01 02:00:00,0
2014-09-01 04:00:00,0
2014-09-01 06:00:00,0
2014-09-01 08:00:00,0
2014-09-01 10:00:00,0
2014-09-01 12:00:00,0
2014-09-01 14:00:00,0
2014-09-01 16:00:00,0
2014-09-01 18:00:00,0
2014-09-01 20:00:00,0
2014-09-01 22:00:00,0
2014-09-02 00:00:00,0
2014-09-02 02:00:00,0
2014-09-02 04:00:00,0.00219031291195232
2014-09-02 06:00:00,0.0205968120580109
2014-09-02 08:00:00,0
2014-09-02 10:00:00,0
2014-09-02 12:00:00,0
2014-09-02 14:00:00,0
2014-09-02 16:00:00,0
2014-09-02 18:00:00,0
2014-09-02 20:00:00,0
2014-09-02 22:00:00,0
2014-09-03 00:00:00,0
2014-09-03 02:00:00,0
2014-09-03 04:00:00,0.00963335846034725
2014-09-03 06:00:00,0
2014-09-03 08:00:00,0
2014-09-03 10:00:00,0
2014-09-03 12:00:00,0
2014-09-03 14:00:00,0
2014-09-03 16:00:00,0
2014-09-03 18:00:00,0
2014-09-03 20:00:00,0
2014-09-03 22:00:00,0
2014-09-20 00:00:00,0.0478414592695581
2014-09-20 02:00:00,0
2014-09-20 04:00:00,0
2014-09-20 06:00:00,0.00428272120133566
2014-09-20 08:00:00,0
2014-09-20 10:00:00,0.0574703700219235
2014-09-20 12:00:00,0
2014-09-20 14:00:00,0.00444146045661299
2014-09-20 16:00:00,0.254048128137027
2014-09-20 18:00:00,0.128485043778345
2014-09-20 20:00:00,0.0817072505155737
2014-09-20 22:00:00,0
2014-09-21 00:00:00,0
2014-09-21 02:00:00,0
2014-09-21 04:00:00,0.435608506862998
2014-09-21 06:00:00,0.199915730476756
2014-09-21 08:00:00,0.0106781927710728
2014-09-21 10:00:00,0.236691094018312
2014-09-21 12:00:00,0.385124096324951
2014-09-21 14:00:00,0.096250254780296
2014-09-21 16:00:00,0.00957642476694242
2014-09-21 18:00:00,0.00100573064388911
2014-09-21 20:00:00,0.202115860216189
2014-09-21 22:00:00,0
2014-09-22 00:00:00,0.106247540374615
2014-09-22 02:00:00,0
2014-09-22 04:00:00,0.00212976866311442
2014-09-22 06:00:00,0.152051242909479
2014-09-22 08:00:00,0
2014-09-22 10:00:00,0.476824032594966
2014-09-22 12:00:00,0.084430377671866
2014-09-22 14:00:00,0.484815261793741
2014-09-22 16:00:00,0.0499229725317661
2014-09-22 18:00:00,0.0336190313058589
2014-09-22 20:00:00,0.246921798344409
2014-09-22 22:00:00,0.0623864139754576
2014-09-23 00:00:00,0.66728158912173
2014-09-23 02:00:00,0.686652083539639
2014-09-23 04:00:00,0.0182148651637958
2014-09-23 06:00:00,0.962380209699684
2014-09-23 08:00:00,0.0010278845034074
2014-09-23 10:00:00,0.452558104453953
2014-09-23 12:00:00,0
2014-09-23 14:00:00,0
2014-09-23 16:00:00,0.748885148676513
2014-09-23 18:00:00,0.804516783259962
2014-09-23 20:00:00,0
2014-09-23 22:00:00,0.640704624905939
2014-10-10 00:00:00,0
2014-10-10 02:00:00,0
2014-10-10 04:00:00,0
2014-10-10 06:00:00,0
2014-10-10 08:00:00,0
2014-10-10 10:00:00,0
2014-10-10 12:00:00,0
2014-10-10 14:00:00,0
2014-10-10 16:00:00,0.0034648600320339
2014-10-10 18:00:00,0
2014-10-10 20:00:00,0
2014-10-10 22:00:00,0
2014-10-11 00:00:00,0
2014-10-11 02:00:00,0
2014-10-11 04:00:00,0
2014-10-11 06:00:00,0
2014-10-11 08:00:00,0
2014-10-11 10:00:00,0
2014-10-11 12:00:00,0
2014-10-11 14:00:00,0
