Date,percip_mm,humidity,temp,leafwet450_min,leafwet460_min,leafwet_lwscnt,gusts_ms,wind_dir,wind_ms,yield,
12/4/13 18:00,0,0.469978526,11.95416673,0,0,441,2.263202017,122.9583333,1.869237219,0,
12/4/13 20:00,0,0.48043649,11.41666667,0,0,441,2.267393162,125.9166667,1.944677298,0,
12/4/13 22:00,0,0.468148434,11.20416649,0,0,441,2.313495422,136.9583333,1.886001676,0,
12/5/13 0:00,0,0.458394165,11.00833329,0,0,441,2.803855846,130.0416667,2.460184405,0,
12/5/13 2:00,0,0.459162757,10.94166644,0,0,441,2.954735935,132.125,2.661357929,0,
12/5/13 4:00,0,0.4667571,11.0250001,0,0,441,3.269069552,124.2083333,3.042749405,0,
12/5/13 6:00,0,0.464630738,10.99166663,0,0,441,4.077954759,124.5416667,3.730092178,0,
12/5/13 8:00,0,0.43755937,11.72916671,0,0,440.4166667,4.538977404,123.125,4.161777049,0,
12/5/13 10:00,0,0.384867309,13.57916673,0,0,439.1666667,4.400670588,121.5416667,3.973176857,0,
12/5/13 12:00,0,0.341150936,14.77916666,0,0,439,4.16596813,121.9583333,3.595976541,0,
12/5/13 14:00,0,0.318934284,15.16250002,0,0,439,3.432523042,126.125,2.808046927,0,
12/5/13 16:00,0,0.329496004,14.35833331,0,0,439,3.118189444,125.8333333,2.619446774,0,
12/5/13 18:00,0,0.330286416,13.54166679,0,0,439,3.813914498,126,3.222967297,0,
12/5/13 20:00,0,0.345190587,12.91666667,0,0,439,3.9186924,122.25,3.541492045,0,
12/5/13 22:00,0,0.371964164,12.40833342,0,0,439.2083333,4.568315208,122.7083333,4.111483673,0,
12/6/13 0:00,0.158333337,0.396493898,11.67499995,0,0,439.9166667,4.652137498,126.0416667,4.195305983,0,
12/6/13 2:00,0,0.424547552,10.81250004,0,0,440,4.220452627,123.9166667,3.927074571,0,
12/6/13 4:00,0.633333345,0.428793034,10.74166667,0,0,440,4.811399857,125.75,4.346186141,0,
12/6/13 6:00,0.975,0.44264358,10.26666657,0,0,440.7083333,4.91617771,124.2083333,4.446772834,0,
12/6/13 8:00,1.216666662,0.41547565,10.20416669,0,0,440.1666667,4.610226333,129.9166667,4.245599349,0,
12/6/13 10:00,0.875000004,0.382450728,10.64583345,0,0,440,4.513830662,129.375,4.124057005,0,
12/6/13 12:00,0.166666671,0.397949918,10.7833333,1.125,0.958333333,448.125,4.33361274,128.125,3.931265702,0.01393534,
12/6/13 14:00,0.225000005,0.455826076,9.883333246,2.875,1.75,454.8333333,4.459346195,125.2916667,4.061190277,0,
12/6/13 16:00,0,0.568657729,8.691666802,2.083333333,1.25,450.625,4.383906096,124.875,3.927074611,0,
12/6/13 18:00,0.141666669,0.727667888,6.850000044,5,4.708333333,516.2916667,3.235540658,131.6666667,2.91282481,1.107859532,
12/6/13 20:00,0.033333334,0.712559467,7.183333317,5,5,492.9583333,2.984073768,133.5,2.623637875,0.04877369,
12/6/13 22:00,0.158333338,0.639888791,7.729166905,3.458333333,2.416666667,477.75,3.147527228,130.2083333,2.652975688,1.059085842,
12/7/13 0:00,0,0.596983795,7.850000203,1.875,1.583333333,458.625,3.298407396,129.4583333,2.870913684,0,
12/7/13 2:00,0,0.539201731,8.100000381,0,0,443,2.896060367,127.625,2.652975698,0,
12/7/13 4:00,0,0.51398652,8.291666587,0,0,442.7083333,2.91282479,127.3333333,2.66974014,0,
12/7/13 6:00,0,0.491248664,8.637500087,0,0,442,2.979882648,128.9166667,2.686504622,0,
12/7/13 8:00,0,0.47916561,9.424999952,0,0,441.1666667,2.673931281,128.7916667,2.455993265,0,
12/7/13 10:00,0,0.476965794,10.79166679,0,0,440.9583333,2.732606878,127.7083333,2.422464361,0,
12/7/13 12:00,0,0.453586585,12.10416659,0,0,440.125,2.179379731,121.4166667,1.75188601,0,
12/7/13 14:00,0,0.444058305,12.29583331,0,0,440.4166667,2.141659682,115.875,1.609388113,0,
12/7/13 16:00,0,0.458923791,11.58749998,0,0,441,1.215423311,137.0416667,0.9555742,0,
12/7/13 18:00,0,0.469850709,10.9916666,0,0,441,1.634534786,163.125,1.290863382,0,
12/7/13 20:00,0,0.501548699,10.2791667,0,0,441.9583333,1.077116524,159,0.896898593,0,
12/7/13 22:00,0,0.523326049,9.870833158,0,0,442,1.517183572,146.6666667,1.244761109,0,
12/8/13 0:00,0,0.524461202,9.691666762,0,0,442,1.651299263,163.4166667,1.370494549,0,
12/8/13 2:00,0,0.517158441,9.491666635,0,0,442,1.575859189,172.0416667,1.274098908,0,
12/8/13 4:00,0,0.489659292,9.558333397,0,0,442,1.915339495,170.5833333,1.559094722,0,
12/8/13 6:00,0,0.491032387,9.420833309,0,0,441.875,1.936295072,166.7083333,1.672254831,0,
12/8/13 8:00,0,0.452066234,11.05416663,0,0,440.25,1.965632871,116.7916667,1.726739327,0,
12/8/13 10:00,0,0.436068046,12.48333331,0,0,439,2.569153418,84.75,1.902766158,0,
12/8/13 12:00,0,0.42088989,13.4625001,0,0,439,2.08717521,78.45833333,1.504610213,0,
12/8/13 14:00,0,0.433087528,13.80416671,0,0,439.7916667,1.722548231,293.5416667,1.336965638,0,
12/8/13 16:00,0,0.491331273,11.93333332,0,0,441.0416667,1.085498737,96.79166667,0.69991619,0,
12/8/13 18:00,0,0.515239436,10.67499995,0,0,442,1.492036874,49.83333333,1.257334451,0,
12/8/13 20:00,0,0.506881439,10.38749993,0,0,442,1.320201178,62.625,1.072925399,0,
12/8/13 22:00,0,0.505811011,10.82499997,0,0,442,0.205364625,52.91666667,0.10477787,0,
12/9/13 0:00,0,0.49845266,10.77499998,0,0,442,0.578373851,119.7916667,0.440067065,0,
12/9/13 2:00,0,0.452080131,10.35000006,0,0,441.3333333,1.295054495,128.625,1.001676463,0,
12/9/13 4:00,0,0.475210729,9.433333357,0,0,441.6666667,1.567476948,133.0416667,1.387259036,0,
12/9/13 6:00,0,0.489764155,8.59166654,0,0,441.7916667,2.309304287,129.875,2.049455171,0,
12/9/13 8:00,0,0.462605234,9.075000008,0,0,440.6666667,3.75104779,116.9166667,3.298407356,0,
12/9/13 10:00,0,0.428202329,10.15416666,0,0,439.7083333,3.650460998,115.8333333,3.126571675,0,
12/9/13 12:00,0,0.391553596,11.31250008,0,0,439.0416667,4.119865904,108.1666667,3.424140781,0,
12/9/13 14:00,0,0.368236223,11.75833333,0,0,439.25,3.323554089,108.875,2.711651305,0,
12/9/13 16:00,0,0.379765218,11.09166678,0,0,440,3.319362958,112.125,2.862531443,0,
12/9/13 18:00,0,0.385490216,10.27083329,0,0,440.0833333,3.340318491,116.3333333,3.046940496,0,
12/9/13 20:00,0,0.405744635,9.558333278,0,0,441,3.512154212,113.5,3.088851631,0,
12/9/13 22:00,0,0.417234823,8.962499897,0,0,441,5.058675577,108.5,4.295892686,0,
12/10/13 0:00,0,0.426496584,8.312500079,0,0,441,5.184409082,114.875,4.350377182,0,
12/10/13 2:00,0.258333335,0.424737652,7.850000103,0,0,441,5.708298405,118.3333333,5.113160153,0,
12/10/13 4:00,2.249999984,0.431238844,7.274999996,0,0,441,5.901089688,119.7916667,5.322715878,0,
12/10/13 6:00,3.391666662,0.437444843,6.912500064,0,0,441,6.152556578,118.1666667,5.561609407,0,
12/10/13 8:00,3.733333345,0.422080964,7.583333373,0,0,440.0833333,6.110645413,120.4166667,5.561609447,0,
12/10/13 10:00,4.383333324,0.393321337,8.950000008,0,0,439.0416667,5.880134086,121.25,5.423302631,0,
12/10/13 12:00,1.524999976,0.33807457,10.4625001,0,0,439,5.125733455,117.8333333,4.576697389,0,
12/10/13 14:00,0.183333339,0.286868272,11.17916663,0,0,439,4.660519689,120.25,4.069572558,0,
12/10/13 16:00,0.008333333,0.27516297,10.78750002,0,0,439,4.199497064,118.7916667,3.809723457,0,
12/10/13 18:00,0.900000009,0.29831786,10.00416664,0,0,439,5.033528924,123.2916667,4.492875099,0,
12/10/13 20:00,2.608333315,0.329898201,9.570833524,0,0,439,5.704107285,123,5.054484487,0,
12/10/13 22:00,4.958333256,0.33358339,9.545833508,0,0,439,6.282481114,120.75,5.66638728,0,
12/11/13 0:00,14.31666665,0.353141711,9.120833317,0,0,439,6.718357046,118.125,6.110645394,0,
12/11/13 2:00,17.7749998,0.411301062,8.34583346,0,0,439.625,7.242246469,118.4166667,6.596814791,0,
12/11/13 4:00,12.62500005,0.454144754,8.183333556,0,0,440.375,7.451802194,117.8333333,6.781223774,0,
12/11/13 6:00,24.25000006,0.512728804,8.062500238,0,0,441,8.298407435,114.375,7.556580047,0,
12/11/13 8:00,14.99999991,0.569713672,8.266666849,0,0,441,7.791282515,114.4583333,7.242246429,0,
12/11/13 10:00,10.79166667,0.556483214,9.595833262,0,0,441,7.711651365,114.2083333,7.053646266,0,
12/11/13 12:00,5.474999982,0.546143708,10.35416667,0,0,441,7.564962308,112.3333333,6.789606055,0,
12/11/13 14:00,2.133333319,0.550522926,10.50833329,0,0,441,6.860854944,117.75,6.156747679,0,
12/11/13 16:00,2.183333309,0.548005059,10.51250009,0,0,441.4583333,6.466890216,119.5,5.658005019,0,
12/11/13 18:00,1.891666698,0.57867335,10.40416642,0,0,442,6.232187728,119.4166667,5.632858336,0,
12/11/13 20:00,1.541666642,0.584431653,10.40833322,0,0,442.3333333,6.571668148,117.75,5.955574214,0,
12/11/13 22:00,7.358333329,0.556383818,10.35416663,0,0,442,7.175188641,116.25,6.50461024,0,
12/12/13 0:00,12.35000008,0.540899011,10.02083335,0,0,442,7.715842485,114.7916667,7.158424139,0,
12/12/13 2:00,23.14999999,0.586453368,9.729166746,0,0,442.875,8.030176123,113.875,7.489522219,0,
12/12/13 4:00,21.26666677,0.619199323,9.445833206,0,0,443,8.109807332,113.2083333,7.602682312,0,
12/12/13 6:00,18.22500002,0.633434902,9.224999746,0,0,443,7.958927155,117.625,7.33445098,0,
12/12/13 8:00,19.70000006,0.637762179,9.958333294,0,0,442.5833333,8.009220461,111.5833333,7.334450901,0,
12/12/13 10:00,10.0583334,0.591862671,10.97083346,0,0,441.7083333,8.365465303,110.7916667,7.367979864,0,
12/12/13 12:00,2.566666655,0.528008337,11.78750002,0,0,441,8.386420886,105.6666667,7.414082249,0,
12/12/13 14:00,0.35000001,0.50941353,11.69166672,0,0,441,7.908633709,99.5,6.475272457,0,
12/12/13 16:00,0,0.503752954,11.5875001,0,0,441.4166667,5.381391426,105.0416667,4.413243949,0,
12/12/13 18:00,0,0.504935339,10.9666667,0,0,441.7916667,4.41743504,101.5416667,3.566638718,0,
12/12/13 20:00,0,0.510858181,10.59999998,0,0,442,6.91953063,81.20833333,6.265716692,0,
12/12/13 22:00,0,0.51909327,10.28333322,0,0,442,5.938809733,81.83333333,5.469404876,0,
12/13/13 0:00,0,0.550883188,9.9708335,0,0,442.0833333,3.608549883,92.75,2.942162668,0,
12/13/13 2:00,0,0.575282363,9.658333302,0,0,443,5.297569146,100.4166667,4.639564107,0,
12/13/13 4:00,0.191666663,0.558354209,9.274999936,0,0,442.4583333,4.509639571,116.4166667,3.977367977,0,
12/13/13 6:00,0.183333333,0.476987381,10.25833337,0,0,441.5416667,7.363788764,99.375,6.198658864,0,
12/13/13 8:00,0.475,0.446700828,10.69583337,0,0,441,6.873428404,103.375,5.58675609,0,
12/13/13 10:00,0,0.425755852,11.13333333,0,0,441,3.595976522,126.8333333,2.715842391,0,
12/13/13 12:00,0,0.377800714,12.625,0,0,439.7083333,2.778709173,84.41666667,2.158424149,0,
12/13/13 14:00,0,0.397689628,12.7208333,0,0,439.7083333,2.615255669,71.04166667,2.175188616,0,
12/13/13 16:00,0,0.461961336,11.82083333,0,0,440.9166667,2.12070409,61.91666667,1.70997488,0,
12/13/13 18:00,0,0.517279223,10.18749996,0,0,441.4583333,2.070410728,63.58333333,1.76865047,0,
12/13/13 20:00,0,0.431130485,11.73750003,0,0,441,1.148365473,149.3333333,1.018440922,0,
12/13/13 22:00,0,0.458502248,11.47083334,0,0,441,1.286672254,165.9583333,1.072925399,0,
12/18/13 0:00,0,0.856872203,6.958333313,5,5,498.4583333,2.028499593,50.58333333,1.651299253,0,
12/18/13 2:00,0,0.584703398,9.404166599,0.958333333,0.541666667,449.7916667,0.473595978,121.5416667,0.322715846,0,
12/18/13 4:00,0,0.679332823,8.39166673,4.125,3.5,466.0416667,0.783738484,99.625,0.607711656,0,
12/18/13 6:00,0,0.63508254,8.724999984,4.5,4.291666667,464,0.666387263,64.54166667,0.494551562,0,
12/18/13 8:00,0,0.510769825,11.16666667,0,0,440.3333333,0.511316019,24.58333333,0.368818103,0,
12/18/13 10:00,0,0.528563302,12.45416661,0,0,439.3333333,1.148365455,56.375,0.838222969,0,
12/18/13 12:00,0,0.539839129,12.26249997,0,0,439.75,2.032690719,76.33333333,1.450125724,0,
12/18/13 14:00,0,0.781353747,11.38750009,3.541666667,3.416666667,467.0416667,2.208717505,212.375,1.714165961,0,
12/18/13 16:00,0,0.91832041,9.56250004,5.041666667,5,499.7083333,2.489522253,51.79166667,2.036881824,0,
12/18/13 18:00,0,0.73719282,8.733333389,5,5,489.5416667,2.451802174,38.375,2.217099766,0,
12/18/13 20:00,0,0.688305157,8.533333282,4.625,4,472.6666667,3.457669745,38.04166667,3.113998309,0,
12/18/13 22:00,0,0.962193457,7.316666683,5,5,616.8333333,4.66890199,30.41666667,4.212070396,3.769509476,
12/19/13 0:00,0,1.030105139,7.200000048,5,5,656.7916667,3.512154231,36.125,3.088851611,3.128483835,
12/19/13 2:00,0,0.693527776,9.037500024,1.291666667,1.125,459.5,2.326068734,72.45833333,1.911148354,0.00696767,
12/19/13 4:00,0,0.567831237,10.29999999,0.833333333,0.625,447.75,0.603520543,91.75,0.444258175,0,
12/19/13 6:00,0,0.902257502,8.079166671,4.666666667,4.166666667,508.5416667,1.408214584,270.375,1.072925411,0.25083612,
12/19/13 8:00,0,0.655860851,11.12916668,0,0,441.125,0.88432524,110.7916667,0.582564974,0,
12/19/13 10:00,0,0.666084982,12.05416667,0,0,440.3333333,1.303436731,125.5833333,0.913663035,0,
12/19/13 12:00,0,0.934628882,9.816666722,3.208333333,0,450.3333333,2.841575841,261.1666667,2.363788754,0,
12/19/13 14:00,0,0.665953219,11.27083333,1.833333333,0,446.2916667,2.409890994,170.6666667,1.848281647,0,
12/19/13 16:00,0,0.611018987,11.73333343,2.416666667,1.916666667,489.6666667,3.847443402,160.8333333,2.992455969,1.463210702,
12/19/13 18:00,0,1.032987058,7.750000119,5,5,612.625,5.50293378,41,4.551550716,6.1803233,
12/19/13 20:00,0,1.043449566,7.78333348,5,5,529.125,5.155071239,37.75,4.58088851,7.309085842,
12/19/13 22:00,0,1.047398647,8.058333556,4.833333333,4.125,477.7916667,3.885163466,265.0833333,3.24811399,5.476588629,
12/20/13 0:00,0.008333333,1.057788168,7.775000076,5,4.875,481.0416667,4.329421649,308.6666667,3.642078827,6.5287068,
12/20/13 2:00,0,0.999187494,6.962500076,4.833333333,3.791666667,475.875,4.790444245,85.83333333,3.91450126,4.124860647,
12/20/13 4:00,0.100000001,0,0,5,5,520.5,6.194467723,47.54166667,4.920368791,8.138238573,
12/20/13 6:00,0.025,0,0,5,5,495.7916667,4.756915341,163.625,4.044425805,5.657748049,
12/20/13 8:00,0,0,0,4.958333333,3.5,478.5833333,4.262363811,150.0416667,3.604358743,4.717112598,
12/20/13 10:00,0,0.09460184,0.508333325,1.75,0.541666667,450.5,4.316848338,104.7083333,3.654652139,0.982441472,
12/20/13 12:00,0,0.088780433,0.4375,4.791666667,0,451.9583333,4.987426649,208.375,3.880972296,0,
12/20/13 14:00,0,0,0,5.041666667,0,451.125,4.056999157,126.0416667,3.298407346,0,
12/20/13 16:00,0.333333336,0.066283581,0.337500006,5,0,455.25,6.764459332,74.83333333,5.607711643,0,
12/20/13 18:00,0.083333331,0.601653973,3.212499966,5,4.833333333,472.8333333,6.701592664,32.20833333,6.035205364,0,
12/20/13 20:00,0,0.761721883,4.724999984,5,5,494.6666667,4.354568263,41.45833333,3.939647963,0,
12/20/13 22:00,0,0.377251492,5.75000001,2.375,2.208333333,469.2083333,2.74937135,76.75,2.187761952,0,
12/21/13 0:00,0,0.419186588,9.258333286,0,0,446.9166667,2.699077959,131.9166667,2.28834871,0,
12/21/13 2:00,0,0.420933623,8.033333441,0,0,446.5833333,2.799664696,137.0416667,2.447611044,0,
12/21/13 4:00,0,0.325158805,7.129166623,0,0,443.7083333,2.49790444,135.4166667,2.175188606,0,
12/21/13 6:00,0,0.273956906,7.120833377,0,0,441.8333333,2.338642061,142.7916667,2.041072935,0,
12/21/13 8:00,0,0.240674684,8.095833421,0,0,440.5416667,2.313495378,143.7083333,2.007544031,0,
12/21/13 10:00,0,0.191237805,10.15000002,0,0,439,3.172673911,98.625,2.544006705,0,
12/21/13 12:00,0,0.291573672,10.85833339,0,0,439.5416667,2.229673117,64.45833333,1.638725907,0,
12/21/13 14:00,0,0.47170727,9.974999984,0,0,444.3333333,2.108130778,260.0833333,1.601005877,0,
12/21/13 16:00,0,0.650520886,7.291666667,3.916666667,2.083333333,460.375,2.154233019,270.4166667,1.806370507,0,
12/21/13 18:00,0,0.595410439,6.870833357,5,2.458333333,459.7916667,2.464375526,48.54166667,2.183570862,0,
12/21/13 20:00,0,0.533829986,7.395833333,3.416666667,0,451.2916667,3.33193629,46.83333333,2.996647129,0,
12/21/13 22:00,0,0.46582242,7.733333429,0.416666667,0,447.5416667,3.788767884,36.54166667,3.327745179,0,
12/22/13 0:00,0,0.379593239,8.129166941,0,0,444.7083333,3.00083825,35,2.707460185,0,
12/22/13 2:00,0,0.290601532,8.887500008,0,0,441.8333333,2.300922066,41.33333333,2.066219608,0,
12/22/13 4:00,0,0.306029823,8.700000048,0,0,442.2083333,1.043587593,66.5,0.854987427,0,
12/22/13 6:00,0,0.336930965,8.300000151,0,0,442.875,0.83403186,111.4166667,0.746018437,0,
12/22/13 8:00,0,0.373736608,9.474999984,0,0,441.3333333,3.260687336,97.75,2.619446774,0,
12/22/13 10:00,0,0.39280372,10.17083319,0,0,440.9583333,3.097233887,107.7083333,2.485331103,0,
12/22/13 12:00,0,0.361512667,12.13749993,0,0,439.4583333,1.693210403,165.375,1.093880986,0,
12/22/13 14:00,0,0.341348631,13.08750006,0,0,441.4166667,1.751886005,249.75,1.21123219,0,
12/22/13 16:00,0,0.371460891,11.41666667,0,0,442.9166667,0.674769494,134.2083333,0.402347024,0,
12/22/13 18:00,0,0.442191802,9.825000087,0,0,444.9583333,0.209555742,73.75,0.108968985,0,
12/22/13 20:00,0,0.448917245,9.562499921,0,0,445.6666667,0.146689019,151.0833333,0.062866723,0,
12/22/13 22:00,0,0.454468798,9.495833317,0,0,445.6666667,0.318524729,68.20833333,0.184409051,0,
12/23/13 0:00,0,0.443461452,9.666666706,0,0,445.5833333,0.264040239,32.25,0.217937971,0,
